1,中国军网,老兵泪奔：这是我妈做的！...,626.0 万,10.0 万,8.7 万,2019-02-11 21:39:56.751407
335,阿汤^.^,大年初二，外婆的三个搞笑...,127.5 万,2.2 万,1.1 万,2019-02-11 21:44:22.819600
336,热夫,满城烟火，新年是新年，该...,127.1 万,6.1 万,8.2 万,2019-02-11 21:44:22.819600
337,時光記憶@,对方是你的通讯好友,126.9 万,6.0 万,5.6 万,2019-02-11 21:44:22.819600
338,被爱的都是祖宗,#抖出最美全家福 我家给...,126.9 万,3.9 万,4.4 万,2019-02-11 21:44:22.820599
339,车手   AF.,死亡之吻能火吗？,126.3 万,1.6 万,9872,2019-02-11 21:44:22.820599
340,文哥手机玩摄影,#夜景拍摄技巧 @抖音小...,126.3 万,1.5 万,5.8 万,2019-02-11 21:44:22.820599
341,是小桐没错了,人生如梨,126.1 万,3.2 万,12.0 万,2019-02-11 21:44:30.694116
342,已重置,网红大叔要回家了,126.0 万,1.3 万,5706,2019-02-11 21:44:30.694116
343,浩子木,大年初三来欢乐谷，碰到一...,125.9 万,2.6 万,2.3 万,2019-02-11 21:44:30.694116
344,咬我一口呀,好看的皮囊千篇一律，@咬...,125.3 万,2.1 万,8948,2019-02-11 21:44:30.694116
345,wangliqiqi,趁老婆午休时帮老婆整理了...,125.2 万,8.1 万,12.3 万,2019-02-11 21:44:30.694116
346,抖音小助手,分五亿的最后机会来了！春...,125.2 万,4.6 万,3.3 万,2019-02-11 21:44:30.694116
347,梦之星魂,后续来了，最后飞起来了...,125.0 万,1.0 万,9333,2019-02-11 21:44:30.694116
348,乐乐啊,锦州版b-box#锦州话...,124.8 万,9977,1.0 万,2019-02-11 21:44:30.694116
349,Edinburgh°,谁的吖被狗吃了,124.8 万,1.5 万,2.5 万,2019-02-11 21:44:30.694116
350,云岭铁壹号,明天就大年三十，昨天把宝...,124.7 万,3.5 万,3302,2019-02-11 21:44:30.694116
351,237星宸,#回村前后的爱豆 回村前...,124.0 万,1.3 万,1.5 万,2019-02-11 21:44:42.049771
352,阿里巴巴,我请来马老师，只想祝你们...,123.5 万,6.2 万,6.2 万,2019-02-11 21:44:42.049771
353,杨玉环,#接住这颗鸿运球 @抖音...,123.5 万,4.0 万,6529,2019-02-11 21:44:42.049771
354,娱乐大爆炸V,去往杭州西湖的路上居然偶...,123.0 万,2.4 万,2704,2019-02-11 21:44:42.049771
355,I 諾|_訁爱,#伤过伤的心 啊啊啊 伤...,122.9 万,1.1 万,3405,2019-02-11 21:44:42.049771
356,小馒头,鎏英，喜欢点亮明天想看...,122.2 万,4.2 万,8442,2019-02-11 21:44:42.049771
357,柚子cici酱,大年初四的相亲对象有些奇...,122.0 万,1.9 万,6695,2019-02-11 21:44:42.049771
358,Sweekiy,小肥猫：我在哪我是谁我要...,121.6 万,2.9 万,2.7 万,2019-02-11 21:44:42.049771
359,大莎,刚刚落地韩国机场，这...,121.6 万,4.4 万,4.6 万,2019-02-11 21:44:42.049771
360,龙先生,我来自广东汕头，94年出...,121.4 万,4.1 万,4272,2019-02-11 21:44:42.049771
361,榆林传媒中心（榆林日报、榆林广播电视台）,色盲的人往往不知道自己是...,121.0 万,3.0 万,1.7 万,2019-02-11 21:44:49.788880
362,金毛_艾迪,新年快乐,120.7 万,1.3 万,1.6 万,2019-02-11 21:44:49.788880
363,麻辣德子,家庭版拔丝香蕉教程，感谢,120.0 万,1.6 万,2.6 万,2019-02-11 21:44:49.788880
364,彭十六elf,瞧这笑容 像极了爱情,119.9 万,2.6 万,8126,2019-02-11 21:44:49.788880
365,大凯很努力,祝愿天下老人都能够长命百...,119.8 万,8422,2.0 万,2019-02-11 21:44:49.788880
366,爽宝耶,昨天奶奶拍的热了，今天爷...,119.8 万,2.3 万,6952,2019-02-11 21:44:49.788880
367,张嘉琪的搞笑一家人,全家贴春联，结果把钥匙锁...,119.8 万,4.9 万,3.0 万,2019-02-11 21:44:49.788880
368,一颗小酒,咳咳，内个……我想要你的...,119.6 万,1.0 万,1.6 万,2019-02-11 21:44:49.788880
369,大小顺亲妈,#接住这颗鸿运球 #拜个...,119.3 万,1.1 万,1.9 万,2019-02-11 21:44:49.788880
370,心心老师,听说发第二遍会火#语文...,119.0 万,1.9 万,15.6 万,2019-02-11 21:44:49.788880
371,老茶,当你没有尺子@抖音小助手,119.0 万,2.3 万,7554,2019-02-11 21:44:58.200265
372,刀鱼  九连环,#藏福 鲁班球(升级版）...,118.3 万,2.4 万,1.6 万,2019-02-11 21:44:58.200265
373,美少女壮士爽哥,暗藏小心思的香香好物,118.1 万,6841,5.8 万,2019-02-11 21:44:58.200265
374,思创,我对钱没兴趣，我只对花钱...,117.9 万,2.5 万,6.7 万,2019-02-11 21:44:58.200265
375,.福妹妹の妈,（大哥）你真的是一个戏精...,117.7 万,2.3 万,6.5 万,2019-02-11 21:44:58.200265
376,萍,大年初三，来个要饭的说想...,117.6 万,5.7 万,1.1 万,2019-02-11 21:44:58.200265
377,刺激战场 诺林,#绝地求生刺激战场 #抖...,117.4 万,1.6 万,3.9 万,2019-02-11 21:44:58.200265
378,At  a  loss,#镜框里的表情包 #支付...,117.4 万,1.7 万,5.5 万,2019-02-11 21:44:58.200265
379,龙卷风,打牌回来被堵门口了,117.3 万,1.5 万,3.8 万,2019-02-11 21:44:58.200265
380,小霸王,今天就四个动作啊！大叔你...,117.2 万,1.1 万,1.8 万,2019-02-11 21:44:58.200265
381,王晶晶.,大佬们帮我配个可以搭得上...,117.0 万,4.0 万,1.7 万,2019-02-11 21:45:06.036889
382,翘丫头,哥哥嫂嫂家的阳台！生机勃...,117.0 万,2.8 万,11.0 万,2019-02-11 21:45:06.036889
383,郭先生,在家玩藏猫猫，笑死我了,116.7 万,2.0 万,3.0 万,2019-02-11 21:45:06.036889
384,人民日报,吃了一口饭，老兵泪奔！“...,116.7 万,6.6 万,2.5 万,2019-02-11 21:45:06.036889
385,惠子ssica,祝我的1888w粉丝宝贝...,116.7 万,3.4 万,2091,2019-02-11 21:45:06.036889
386,不明觉厉,兔兔辣么可爱。怎么能吃兔...,116.2 万,3.7 万,1.9 万,2019-02-11 21:45:06.036889
387,好好昊先生,咱俩都是王者峡谷的英雄啊...,115.8 万,2.0 万,1.1 万,2019-02-11 21:45:06.036889
388,多余和毛毛姐,#谁的歌声锁定我 快来唱...,115.4 万,2.6 万,8316,2019-02-11 21:45:06.036889
389,文杰本人,祝大家新年快乐 恭喜发财...,115.4 万,6264,1.4 万,2019-02-11 21:45:06.036889
390,Zx穆哲熙,这个抢麦的小哥哥是谁！！...,115.3 万,2.1 万,4010,2019-02-11 21:45:06.036889
391,大师说车,如果你的方向盘忽轻忽重 ...,115.3 万,1.1 万,5.0 万,2019-02-11 21:45:13.686989
392,慧慧周,#流浪地球 回家路上，顺...,115.3 万,2.9 万,2.1 万,2019-02-11 21:45:13.686989
393,毕生所爱,妹妹400公里回家，饮料...,115.2 万,2.6 万,1.6 万,2019-02-11 21:45:13.686989
394,优宠优购宠物,#哈士奇 不一样的哈士奇...,115.0 万,3.0 万,1.5 万,2019-02-11 21:45:13.686989
395,·格格,#抖音小助手,114.5 万,4.5 万,1.4 万,2019-02-11 21:45:13.686989
396,之昊will,假如男生的事女生都懂…@...,114.4 万,1.3 万,6606,2019-02-11 21:45:13.686989
397,鬼哥,有谁知道这是什么车啊！怎...,114.1 万,2.7 万,1.2 万,2019-02-11 21:45:13.686989
398,汏 懶  蟲,我也是醉了,114.1 万,1.5 万,2.4 万,2019-02-11 21:45:13.686989
399,猪小屁,两人青铜对付一个王者，最...,114.0 万,9198,5.9 万,2019-02-11 21:45:13.686989
400,惠子ssica,我的1888万粉丝宝贝儿...,114.0 万,3.3 万,2955,2019-02-11 21:45:13.686989
401,娱乐圈小辣椒,沈腾考科目二 直接让教练...,113.9 万,9783,1.4 万,2019-02-11 21:45:21.099315
402,科技公元,不愧是战斗民族，发明出来...,113.6 万,5.1 万,2.6 万,2019-02-11 21:45:21.099315
403,AG超玩会梦泪,#王者荣耀 #假期游戏日...,113.5 万,1.2 万,1.4 万,2019-02-11 21:45:21.099315
404,莫失.莫忘,我们家大傻子，不让小朋友...,113.4 万,1.5 万,1.5 万,2019-02-11 21:45:21.099315
405,侃片张公子,你们要的X战警观影顺序，...,113.4 万,5645,4.3 万,2019-02-11 21:45:21.099315
406,艾米,听说先用红酒把鱼灌醉，再...,113.1 万,6.1 万,5.4 万,2019-02-11 21:45:21.099315
407,王者小信,啊？就想俏咪咪反个蓝！#...,113.0 万,1.0 万,4.1 万,2019-02-11 21:45:21.099315
408,彭十六的日常,瞧这笑容 像极了爱情@彭...,112.9 万,2.1 万,4418,2019-02-11 21:45:21.099315
409,彭十六elf,都初二了，你准备什么时候...,112.8 万,2.2 万,8006,2019-02-11 21:45:21.099315
410,芜湖-啊亮,这就是所谓的上门女婿每...,112.6 万,6.9 万,7579,2019-02-11 21:45:21.099315
411,卢晶,呐喊喷泉：小警笛,112.5 万,3.0 万,1.8 万,2019-02-11 21:45:28.693235
412,周星驰导演作品,“周星驰式”毒鸡汤，我先...,112.4 万,1.5 万,7593,2019-02-11 21:45:28.693235
413,李夏天,当我们家老太太搓麻将回来...,112.0 万,1.9 万,8757,2019-02-11 21:45:28.693235
414,壁咚大明星,#娄艺潇 哈哈哈哈哈哈哈...,111.9 万,2.7 万,7.1 万,2019-02-11 21:45:28.693235
415,蓝胖子,你努力过吗？@抖音小助手,111.8 万,1.9 万,1.6 万,2019-02-11 21:45:28.693235
416,脸姐,嘘！悄悄点开@脸姐这个抖...,111.8 万,3.3 万,2.7 万,2019-02-11 21:45:28.693235
417,…莉娜,这条小猪好配合，让我顺利...,111.8 万,2.9 万,7.0 万,2019-02-11 21:45:28.693235
418,瘦小离家老大肥,这孩子哭了一个多小时，她...,111.7 万,6.1 万,4.8 万,2019-02-11 21:45:28.693235
419,姜茶,#沙雕沙雕沙雕 这都些什...,111.5 万,3.7 万,4.2 万,2019-02-11 21:45:28.693235
420,海陆空旅游文化,#2019 #暴富暴富暴...,111.5 万,1.7 万,3.2 万,2019-02-11 21:45:28.693235
421,唯酱的配音时间,：新年快乐，恭喜发财，...,111.0 万,9533,1.0 万,2019-02-11 21:45:36.614559
422,朴鸣piaoming,韩国人看抖音上火的视频...,110.9 万,1.5 万,3716,2019-02-11 21:45:36.614559
423,厨娘小木（美食）,正月家里来客人了，做这道...,110.7 万,1.9 万,14.5 万,2019-02-11 21:45:36.614559
424,蔡萝莉,话不多说 小蔡蔡祝大家新...,110.5 万,1.7 万,2597,2019-02-11 21:45:36.614559
425,抖音哥,老婆来了几个男同学，让我...,110.5 万,3.7 万,3.1 万,2019-02-11 21:45:36.614559
426,多余和毛毛姐,天涯何处无芳草，男友不如...,110.4 万,1.7 万,1.1 万,2019-02-11 21:45:36.614559
427,六六和九九,剧情总不会按照你的剧本走...,110.4 万,2.4 万,3.5 万,2019-02-11 21:45:36.614559
428,李益达,你们要的#张艺兴 题材只...,110.4 万,5.6 万,3881,2019-02-11 21:45:36.614559
429,欣宇Heunwoo,携手我的大头火祝你们新年...,110.3 万,7543,2.4 万,2019-02-11 21:45:36.614559
430,阿纯（全网男女通用脸）,把这三位女神发给你的朋友...,110.0 万,4.8 万,2.3 万,2019-02-11 21:45:36.614559
431,若谷,遇到这种散发魅力的姑娘 ...,109.3 万,1.7 万,4914,2019-02-11 21:45:44.245346
432,魏总和她的奇葩职员,请用4个字来表达对这个结...,109.3 万,1.4 万,2490,2019-02-11 21:45:44.245346
433,畅哥,过年没得吃了，你们说是...,109.0 万,2.2 万,6.8 万,2019-02-11 21:45:44.245346
434,jhhvy478,效果太好，拍摄时间太短...,109.0 万,1.0 万,2.9 万,2019-02-11 21:45:44.245346
435,胃病患者,@胃病患者发了一个抖音短...,108.9 万,1.4 万,3.0 万,2019-02-11 21:45:44.245346
436,爱笑熊～（130斤逆袭到96斤）,我奶奶今年93岁了，如果...,108.7 万,2.8 万,530,2019-02-11 21:45:44.245346
437,PANDAPIA,苹果和孩子谁重要？,108.6 万,4.4 万,5.4 万,2019-02-11 21:45:44.245346
438,草莓,等了两天终于等到小姑来家...,108.3 万,2.0 万,4592,2019-02-11 21:45:44.245346
439,.喜歡,2019一起变好看,108.2 万,2.4 万,1.7 万,2019-02-11 21:45:44.245346
440,韩饭饭,想带点年货回娘家，婆婆竟...,107.5 万,1.8 万,6171,2019-02-11 21:45:44.245346
441,潘长江,哈哈哈昨晚春晚下来到家，...,107.3 万,2.0 万,5515,2019-02-11 21:45:52.074476
442,娱乐八卦奈小妹,沙雕电视欢乐多，第三十七...,107.2 万,4791,5463,2019-02-11 21:45:52.074476
443,张大仙,关于胖瘦的合理解释，你们...,106.9 万,2.2 万,8.4 万,2019-02-11 21:45:52.074476
444,星冠水景,废旧的东西动动手，也会变...,106.0 万,2.4 万,1.3 万,2019-02-11 21:45:52.074476
445,苏咪喵喵miao,最幸福的一个生日睡醒就...,105.8 万,4.9 万,1.6 万,2019-02-11 21:45:52.074476
446,南昌广播电视台,#那些过年不能回家的人 ...,105.8 万,2.5 万,6620,2019-02-11 21:45:52.074476
447,爆笑虫子,《爆笑虫子》之堆积木，告...,105.8 万,7970,1.7 万,2019-02-11 21:45:52.074476
448,gogokid英语星球,弟弟还有两秒到达现场！！...,105.5 万,9921,1.8 万,2019-02-11 21:45:52.074476
449,枳度,不要轻易尝试换脸特效...,105.2 万,3.5 万,2.2 万,2019-02-11 21:45:52.074476
450,飞扬,拒绝几千万订单，十元作画...,105.2 万,1.8 万,4064,2019-02-11 21:45:52.074476
451,Wuli小彤彤,#新年快乐 哼，跟姐姐斗...,105.2 万,7579,7790,2019-02-11 21:45:59.741840
452,最强心理学,把这些心理学技巧可以用到...,105.0 万,3705,1.9 万,2019-02-11 21:45:59.741840
453,天津市南开区渔家灯火饭店,#过年放个橘子鞭炮 @抖...,104.9 万,2.5 万,9.4 万,2019-02-11 21:45:59.741840
454,熊爷,给我32.3亿粉丝拜年了...,104.8 万,1.3 万,3.2 万,2019-02-11 21:45:59.741840
455,动画声工厂,盘点一下动漫里的神奇操作...,104.6 万,1.4 万,2.5 万,2019-02-11 21:45:59.741840
456,是个鸡爪,对于一直纵容熊孩子的亲戚...,104.4 万,7038,3657,2019-02-11 21:45:59.741840
457,Bling,我是这个系列里最特别的...,104.3 万,1.2 万,2574,2019-02-11 21:45:59.741840
458,悦悦的观察日记,男人都是大猪蹄子，要想争...,104.0 万,2.4 万,4608,2019-02-11 21:45:59.741840
459,冻柿子,我儿子也不配合我啊,104.0 万,1.1 万,1403,2019-02-11 21:45:59.741840
460,Zhuac,我爸太可爱了吧,103.7 万,2.5 万,3.0 万,2019-02-11 21:45:59.741840
461,张大仙,有谁知道“向日葵猛回头”...,103.5 万,1.6 万,1.7 万,2019-02-11 21:46:07.387280
462,厨娘小木（美食）,家里来的客人吃了我做的麻...,103.5 万,1.5 万,12.4 万,2019-02-11 21:46:07.387280
463,杰克大魔王,看完一部火影需要多久？#...,103.4 万,1.4 万,4.3 万,2019-02-11 21:46:07.387280
464,jick,笑的肚子疼！哈哈哈魔性,103.4 万,3.0 万,7.2 万,2019-02-11 21:46:07.387280
465,杨玉环,选我，我超甜#你的新年猪...,103.3 万,3.0 万,1.1 万,2019-02-11 21:46:07.387280
466,靠手艺吃饭,@靠手艺吃饭发了一个抖音...,103.2 万,4.0 万,6349,2019-02-11 21:46:07.387280
467,UBabi,新年快乐，拜年要有仪式...,103.2 万,1.5 万,1.0 万,2019-02-11 21:46:07.387280
468,清风徐来,@清风徐来 发了一个抖音...,103.1 万,2.4 万,8168,2019-02-11 21:46:07.387280
469,"""有本事放学别走",大年三十，他就这样整整站...,103.1 万,1.3 万,517,2019-02-11 21:46:07.387280
470,安安,离婚三年的我，瘦了四十斤...,102.8 万,3.0 万,796,2019-02-11 21:46:07.387280
471,丁丁,看见我的人都发财，祝愿大...,102.8 万,2.9 万,16.8 万,2019-02-11 21:46:14.626651
472,牛油果味道的少女,#李钟硕 突然发现二硕也...,102.8 万,1.1 万,1.4 万,2019-02-11 21:46:14.626651
473,wuli设计姐,馋哭隔壁小孩的女儿房设计...,102.7 万,6151,1.4 万,2019-02-11 21:46:14.626651
474,孙行者,愿你笑容如烟花般绽放#...,102.4 万,1.9 万,2.6 万,2019-02-11 21:46:14.626651
475,文杰本人,我猜歌的样子像极了爱情@...,102.4 万,6610,8696,2019-02-11 21:46:14.626651
476,罗曼ONLY,我妈问你初几来我家  再...,102.0 万,4.4 万,1.6 万,2019-02-11 21:46:14.626651
477,佩奇妈妈,被儿子吵了一天要拍佩奇一...,101.9 万,1.6 万,1.9 万,2019-02-11 21:46:14.626651
478,杨桐ToareyYang,happy new ye...,101.9 万,1.5 万,1.7 万,2019-02-11 21:46:14.626651
479,开心果,希望看到了别打我,101.9 万,6.1 万,7.9 万,2019-02-11 21:46:14.626651
480,彤彤,完了我的小心心再也不干净...,101.9 万,1.5 万,1.5 万,2019-02-11 21:46:14.626651
481,胡集运输大酒店_,九十岁的婆婆在给七十岁的...,101.9 万,1.4 万,5329,2019-02-11 21:46:21.690730
482,养一只月亮吧,真想赤脚跑过去～,101.8 万,2.4 万,1.1 万,2019-02-11 21:46:21.690730
483,李益达,你们要的#李荣浩  今天...,101.6 万,3.8 万,3037,2019-02-11 21:46:21.690730
484,保洁王二姐,手机迷的傻老婆，想提醒一...,101.5 万,1.3 万,4.8 万,2019-02-11 21:46:21.690730
485,文杰本人,我猜歌的样子像极了爱情～...,101.3 万,4361,7580,2019-02-11 21:46:21.690730
486,苏龙,105岁的姥姥过年还给女...,101.3 万,3.4 万,1.6 万,2019-02-11 21:46:21.690730
487,村口电视指南,#何炅 #马丽 分手第三...,101.3 万,1.3 万,3.7 万,2019-02-11 21:46:21.690730
488,信口开饭,#过年前后的你 #信口开...,101.2 万,4643,2260,2019-02-11 21:46:21.690730
489,悟空闹电影,爱情喜剧《约会电影》完整...,101.0 万,6527,7334,2019-02-11 21:46:21.690730
490,繁花世界,每天给大家解锁新图案,101.0 万,1.2 万,7225,2019-02-11 21:46:21.690730
491,,有钱说话底气都特别足！！...,100.9 万,7450,1.9 万,2019-02-11 21:46:29.113004
492,仙女酵母,#搞笑 你知道过年为什么...,100.7 万,5375,2481,2019-02-11 21:46:29.113004
493,林轩成啊,你结婚我就不去了#最后的...,100.7 万,1.7 万,8398,2019-02-11 21:46:29.113004
494,王者荣耀许多,全网给我寻找这个出卖队友...,100.4 万,2.8 万,2.1 万,2019-02-11 21:46:29.113004
495,忠橙卫士,乃夫，回家了 ,100.3 万,3.9 万,3644,2019-02-11 21:46:29.113004
496,温暖,把舅舅舅妈吓着了,100.1 万,5839,2.6 万,2019-02-11 21:46:29.113004
497,乔乐思密达,你看这中国式教育像极了....,99.8 万,1.6 万,5949,2019-02-11 21:46:29.113004
498,央视新闻,今年是冯巩33年来首次缺...,99.7 万,2.4 万,9447,2019-02-11 21:46:29.113004
499,韩饭饭,这是高手，哈哈哈！@王小...,99.5 万,6494,8924,2019-02-11 21:46:29.113004
500,及時行樂,回农村的样子像极了爱情#...,99.5 万,2.6 万,2.1 万,2019-02-11 21:46:29.113004
